Tweets,Label
@seau_cyt Gooodluckk sa college/online class ❤️🤘,Neutral
"When 4y old can adapt to online class😂😜, Who are we to decide they can't adapt? How about work from home?! Should the management terminate our employment if we work from home?! Move away from 70's mentality, please 😭please plan for their future.  # https://wa.link/4t336m  https://t.co/h2BeqbrbSe",Neutral
Cane main space ni?  Mcm online class ke,Neutral
"How far can this ""let's make both ends meet"" go?  Having classes on Saturdays and Sundays.  Piste! Do we still have time for ourselves? Our families? Our hobbies? #NewNormal #college #Onlineclass",Negative
Ahh last day na pala ng online class bukas🥺🥺🥺🥺,Neutral
taena online class pero anlaki ng miscellaneous sana ayus lang kau,Negative
Petition for my brain to keep all the knowledge from online class instead of letting them wandering around and make me look like a stupid person.,Negative
"Akala ko student lang nakakaranas ng stress ngayon dahil sa online class, pati din pala empleyado. Struggle is reaaal!!!",Negative
7am yung online class pero kakapasok ko lang HAHAHAHA pati ba namam sa online class late ako 😂,Neutral
"Pag nagbakasyon ako, kahit may online class di na ko magoonline hahaa kaya nga bakasyon eh, gusto ko ng peace of mind",Neutral
"I have to go to bed early today, because tomorrow morning I have an online class, you have to sleep early and sleep well, bye bye I'm going to bed hehe😴😪",Neutral
"""Online Class""  A piece that is inspired by the struggles of every students &amp; teachers during the global pandemic, most especially in our country today.  Watch out for our Groove Stlyz 18 performance this Saturday, June 5, 2021, Saturday, 8:00 pm live at GUDC Official on YouTube  https://t.co/X6XFPh7ZYT",Neutral
PROTECT ME FROM ONLINE CLASS,Neutral
feeling ko lalo ako naging bobo ngayong online class,Negative
Online class habang nandidiss ng kapwa🥴,Neutral
"Good thing about online class is when the video off and you have a 10 minute break, I managed to put my Heena on perfectly, hmmm, not really perfect but OK 😆  https://t.co/ZHeIgh0Ck8",Positive
Watch dW niya si Mommy niya mag Online Class 😅 #shitzu #dog @ Glen John Wong’s  Photography  https://t.co/846v0GFE5T,Neutral
"@sfeashra @_edennnnn Idk sofea, stuck at uni then lockdown and online class it like nothing , better duduk rumah :’)",Negative
Goodmorning late nako sa online class sa tesda 😂,Neutral
Grabe talaga tong online class baka mamatay ako kakapuyat sa mga school works 😓,Negative
Di sa guro ko pa enroll next sy if online class japun. Sorry CHED etoh lhungs acqouh 🥺👉👈,Negative
Online class + online presentation,Neutral
May klase ko kung ano ano iuutos nyo .. tapos ano kasalanan? Kasi di ako nag aral ng mabuti? .. bakit ng hindi ba online class mat mababa akong grade? Bakit nung di ba ko distracted s inyo dahil face to face class and i can attend my class personally .. pangit ba grades ko?,Negative
iniisip ko pa lang na online class ulit next school year napapagod na ko,Negative
"hello online class, sana hindi mamatay si @johnkarlomore_  🙂🤡",Negative
Tangina sa loob pa ng cr nag online class HAHAHA,Neutral
Doing online class  https://t.co/FzbDxfbRro,Neutral
araw-araw pinapatunayan ng online class na dapat mag-demand tayo ng ligtas na pagbabalik sa face to face class!! wala naman talagang natututo sa ganitong sitwasyon kaya nararapat lang na paabutin natin ang ating mga hinanaing sa DepEd at CHED.,Negative
Total Lockdown Day 1  Google Classroom ✅ Google Meet Online Class ✅,Neutral
"may rotational brownout tapos may departmental exams kami grabe yung takot at kaba kasi anytime pwede mawala yung kuryente at hindi makapagtake ng exams,, sobrang hassle talaga ng online class :&lt;&lt;",Negative
"Alaga kami ng Pharmacy dept, pero nagdadalawang isip pa rin ako kung mag eenroll ako but at the same time, wala rin naman ako pagkakaabalahan for 10 months. Pero pagod na ako sa online class,,,,, 🥲",Negative
andito na naman ako sa thought na pag nag stop ako sayang 1 yr pero mahihirapan ako kasi online class na naman😭,Negative
kahit yung saktuhang mtb nalang hanggat online class pa 😩,Neutral
Mas okay pa yung nag stress ako sa online class kaysa naman ganito 😔,Neutral
I am bored in PID. Online class 😑,Neutral
"Instead taking final exams, things to submit Research, Study Proposal, Marketing Plan and Pananaliksik. Foundation: Online Class  I'll go with taking exams more than with those shits",Negative
Ayoko po mag online class hehe,Negative
Umay taena puro phone ang pota nag online class pa ako kung hindi din ako mag pophone,Negative
"minsan ang sarap din pala makarinig ng ""magaling ka, kailangan mo lang mag extra effort pa"" sa taong may dahilan ng burnout mo tuwing online class.. I am trying my best Ma'am, but thank you for acknowledging my efforts...",Positive
Naddepress na ko sa Online Class 😭 di ko na kaya,Negative
Lord bat kami may ganong prof sa gitna nang online class?,Negative
di talaga ako nakakatulog pag ganto e alalut to mamayang online class.,Negative
AYOKO NA MAG ONLINE CLASS TAS ANDAMI PANG VIDEO PUTANGI ERNS,Negative
"1 month mahigit na kong di pumapasok, di nag paparamdam sa online class, at nawalan na ko tuloyan ng gana",Negative
hoy baka gusto mo mawalan ng lisensya bilang guro haha di lang ikaw napapagod mag online class dito,Negative
@LuqmanHakii Online class😴😴,Neutral
"Attendance, Meetings, Activities, Assignments, Quizzes, Projects, Performance di ko na nagagawa haha di na ko makasabay sa online class. Kase yung tipong di pa nagsasalita sila Maam parang ayaw mo na agad.",Negative
i survived this super draining online class HAHAHAHA no items due na so vacation na!!  https://t.co/0N04pR1XKx,Negative
"Napaka-challenging i-balance ang time-and mentally demanding job, grad school, at ang thought na COVID-infected ang iyong parents at mga kapatid. Hirap din mag-tweet habang nakikinig sa online class.",Neutral
Gusto ko mag rant sa isang prof na sobrang walang kunsinderasyon like hello hawak ba namin yung pag bilis at pag bagal ng data connection??? Like hello sinisisi mo yung student kase wala syang maayos na data connection or gamit pang online class pasensya na po Ms. Ah,Negative
Hello @umobile my line is kinda slow rn. Can you please check your DM's as I already chat you through there? I have a lot of work to do and to be done. I have an online class to attend and it's freaking hard when it's lagging during my presentation -.-,Neutral
@maviyahlee Even worse kay online class. Daw wala ka na motivation to keep going kay sobra lang ka draining. 😣,Negative
nakakatamad na mag online class :&lt;,Negative
"Nakakaiyak Naman yong MMW ko huhuhuhuhuhu Real quick Yung B. From A to B. Hindi man Lang nagdagdag points sa mga participation, Yong mga games keme:( sobrang unfair talaga Ng online class unlike sa modular!!! Edi mag modular na Lang sa second year.",Negative
"Natutunan ko sa online class? Yung wag talaga mag panic pag pasahan na hahaha. Lagi talaga dapat yung wag mag papanic, the more u panic the more na mahahassle ka sa sarili",Negative
"work + online class + hindi ka pa pinag day off. laban lang bHie...,,",Negative
to the more semesters with online class 🥰🥂,Neutral
Who else is guilty of teasing/playing pranks on their kids while they are having online class?  I am a complete nuisance. I shouldn't be allowed to stay at home. 🤪,Neutral
Online class is draining me so bye,Negative
"sorry ma’am,, pero sana iniisip mo rin po kalagayan namin 🤧 nasusuka na po kami sa sistema, baka online class pa sumira ng buhay namin",Negative
buti nalang walang online class 🤯,Negative
10 gradesheets and preparation for online class tomorrow will be the death of me,Negative
sa wakas okay na ang wifi. hays di tuloy ako nakaattend ng online class kanina dahil sa wifi na to☹️😓,Negative
Sila mama na lang daw pupunta ng school bukas awit na eexcite ako graduate na rin ako sa wakass!!!! Thank u Lord at di mo ako pinabayaan kahit sobra ung suffer ko sa online class,Neutral
every time makakasama ko kaibigan ko  me : Kamusta online class? siya : Kamusta online selling?  Grabe respect nila saken kahit sila continues pag aaral nila while me nag oonline selling nalang ✨😩😭,Neutral
After online class like 4pm I just wanted to sleep for a while...then my mom came into my room and fed me strawberry yogurt hahha 🍓aww so sweet my mom 🥺♥️,Neutral
POTEK DEDELETE KONA LAHAT NG PANG ONLINE CLASS KONG APP YAWA,Negative
anuba SMU hanggang online class hinahabol niyo ako ng letter HAHAHA 🤦🏻‍♀️,Neutral
Online class lang pero nakaka drain,Negative
2:30 PM - nag start si ma'am mag present sa GMeet 2:40 PM - NAGHIHIKAB NA AKO AT INAANTOK NA😴  AYOKO NA TALAGA NG ONLINE CLASS😭😭😭 palagi akong inaantok huhu,Negative
sali muna ako sa online class ng pinsan ko,Neutral
@prollyaintjamie @jesicataja Palit relihiyon ba? HAHAHAHAHAHAHAHA salamat sa online class dahil katoliko ako noon pero proud INC na ako ngayon,Neutral
Today I missed my last day of online class eheee nicee 🥺😢😂,Positive
putang*na mo online class,Negative
Sa totoo lang hindi ko alam kung mag-eenroll ako ulit this online class. Ang hirap be 😭,Negative
May natutunan kayo sa online class?,Neutral
i'm honestly so happy that the semester's about to end. iba yung burn out ng online class may halong mental drain. ang lala 🥲🥺,Negative
Who joins an online class just to listen audio Without anyone on screen 🥱.. Better Have classes on All india Radio .#thoughts #Nagaland,Neutral
sarap talaga matulog ng walang iisipin na online class kinabukasan hahaha,Neutral
Sakit na ng mata ko grabii from 1pm naka titig sa gadget dahil sa mga sinasagutan  Sakit mo sa eyes online class,Negative
"Online class pa din next sy? Haysss. Yung laptop ko pagod na, ako din. Pempambili. 😅🥺",Negative
gusto ko lang naman maging kasing fresh ni benn angelo sarmiento pag online class pero bakit ang unfair ng bohai,Neutral
"My life every after online class... 😴😴😴 @ General Trias, Cavite  https://t.co/0EEpAC4WEf",Neutral
Grabeng online class naman to pag di ka naka attend minus ka tapos di pa irerecord yung ipapasa mong activity grabe naman po sana naman may kahit onting konsidirasyon naman po saming mga estudyante,Negative
"Nakaka drain, pagod at hina yung online class tangina! Yung anxiety level ko lalong tumataas 😭😭",Negative
Hayst tangina ayoko na ng online class!!,Negative
"""Jadezel, online class ka pa rin ba?""  ""yes""  ""So bakasyon mo na?""  Plz, aga aga my patience",Neutral
Tas ma online class nanaman next year. Gabayad lang ko para ma burnout 😃😃😃,Negative
Online class pa nga,Negative
Fuck online class all u need to do is go to class and u will have a fucking grade already.,Negative
"Sa online class may batas, bawal mag bida-bida bawal mag bida-bida. Kung mag bida-bida ka ""T**G*NA M*""   If you're a grade conscious and afraid of being not to be on top. Then, you're selfish.  mind those working student. B*T*H!",Negative
"@momorein next time lods, pag di na online class",Neutral
No problem if we have a full battery in our mobile there is online class,Neutral
"yung nagsisigawan sila sa habang online class mo, tas natawag ka for recitation.",Neutral
Online class !! 😒,Negative
"haha tangina bat ganon frustration ko pa rin tong pang movie ending credits lang graduation namin hahahuhu pero sana di na to ma experience ng next batch, online class na nga buong sem online pa rin graduation??? ched ayus ayusin nyo lng,,,",Negative
Yung online class ang papatay sakin 😑🤧,Negative
Support online Education .  My online class  https://t.co/FTa3zGgTlp via @YouTube,Neutral
"Streezzzed!!!!! 1 month summer class na nga lang , pure online class , may mga pa dental fee , sports fee pa. Baoninato. Mabuti sana kung nagagamit namin.",Negative
hello puta gragraduate na ako sa putanginang online class 'to🥰  https://t.co/Qaq0iHPELh,Negative
Kagigising ko lang anyare sa online class??,Neutral
Deputa 56k tuition ko 1st year palang yawa tapos di naman nakakakuha nang maayos na knowledge sa online class puta parang isang iglap tinapon lang yung 56k ampota,Negative
Naiyak ako.. last day of online class.,Negative
